year	doy	hour	Tair	Tsoil	RH	VPD	Rain	WS	PAR	CO2
2021	1	0	-3.5	1.305	40	282.9898455	0	0	-3.855	416.11
2021	1	1	-3.7	1.294	44	260.1896631	0	0	-4.6575	416.11
2021	1	2	-3.1	1.2015	37	306.1695079	0	0	-5.781	416.11
2021	1	3	-3.4	1.184	44	266.1106428	0	0	-3.534	416.11
2021	1	4	-4.9	1.1025	56	186.7297744	0	0	-4.818	416.11
2021	1	5	-5.9	1.1	64	141.5687647	0	0	-5.139	416.11
2021	1	6	-6.5	1.1	70	112.6655038	0	0	12.3555	416.11
2021	1	7	-4.9	1.06	65	148.5350478	0	0	106.569	416.11
2021	1	8	-0.4	1.07	38	367.8126809	0	0	598.1805	416.11
2021	1	9	2	1.099	21	557.456733	0	0	861.7215	416.11
2021	1	10	2.1	1.1	19	575.6729879	0	0	1034.58	416.11
2021	1	11	3.8	1.101	21	633.4881856	0.1	0	1067.964	416.11
2021	1	12	4.7	1.1855	20	683.3690927	0	0	979.2075	416.11
2021	1	13	4	1.2525	14	699.4045424	0	0	643.602	416.11
2021	1	14	3.9	1.301	17	670.2704507	0	0	73.185	416.11
2021	1	15	2.7	1.3015	20	593.4265933	0	0	43.4925	416.11
2021	1	16	1.5	1.3	34	449.3194159	0	0	2.4045	416.11
2021	1	17	0.5	1.3	44	354.6967166	0	0	-1.1265	416.11
2021	1	18	-1.2	1.3	49	285.3306417	0	0	-0.966	416.11
2021	1	19	-1.6	1.3	57	233.5896004	0	0	-1.4475	416.11
2021	1	20	-2.2	1.3	56	228.6474265	0	0	-0.966	416.11
2021	1	21	-2.7	1.3	56	220.3086308	0	0	-2.4105	416.11
2021	1	22	-2.9	1.3	60	197.3175117	0	0	-2.892	416.11
2021	1	23	-3.5	1.29	61	183.9433996	0	0	-2.25	416.11
2021	2	0	-3.8	1.216	65	161.401317	0	0	-2.892	416.11
2021	2	1	-4.1	1.226	68	144.2724051	0	0	-3.3735	416.11
2021	2	2	-4.4	1.2755	72	123.4128344	0	0	-2.892	416.11
2021	2	3	-4.5	1.2675	73	118.1091189	0	0	-3.534	416.11
2021	2	4	-4.4	1.204	78	96.96722704	0	0	-3.0525	416.11
2021	2	5	-4.5	1.2	72	122.4835307	0	0	-3.0525	416.11
2021	2	6	-4.9	1.2	74	110.3403213	0	0	10.7505	416.11
2021	2	7	-3.6	1.2	70	140.4376184	0	0	99.507	416.11
2021	2	8	1.5	1.206	44	381.2407165	0	0	653.7135	416.11
2021	2	9	5	1.296	31	601.8945626	0	0	805.8675	416.11
2021	2	10	7.2	1.32	29	721.1474915	0	0	921.588	416.11
2021	2	11	6.6	1.386	26	721.2568779	0	0	924.3165	416.11
2021	2	12	7.4	1.4	24	782.5804467	0	0	897.0315	416.11
2021	2	13	6	1.4765	26	691.9809585	0	0	575.3895	416.11
2021	2	14	5.4	1.499	25	672.7270424	0	0	93.8895	416.11
2021	2	15	4.9	1.501	31	597.7059769	0	0	56.493	416.11
2021	2	16	3.6	1.4175	42	458.5753368	0	0	7.8615	416.11
2021	2	17	1.7	1.4	53	324.5981622	0	0	-2.4105	416.11
2021	2	18	0.4	1.4	62	238.9483428	0	0	-5.139	416.11
2021	2	19	0	1.4	65	213.78	0	0	-2.571	416.11
2021	2	20	-0.2	1.4	68	192.6292963	0	0	2.244	416.11
2021	2	21	0.3	1.4	67	206.0074853	0	0	-4.0155	416.11
2021	2	22	0.5	1.401	69	196.3499681	0	0	1.281	416.11
2021	2	23	0.9	1.439	69	202.1153312	0	0	-0.645	416.11
2021	3	0	0.8	1.496	74	168.2956013	0	0	0.639	416.11
2021	3	1	0.5	1.5	69	196.3499681	0	0	0.1575	416.11
2021	3	2	0.1	1.5	71	178.4252702	0	0	0.4785	416.11
2021	3	3	-0.3	1.5	75	149.3980847	0	0	-4.0155	416.11
2021	3	4	-0.6	1.571	49.6	294.6574896	0	0	-4.3365	416.11
2021	3	5	-0.4	1.6	51.2	289.5041746	0	0	-3.3735	416.11
2021	3	6	0.1	1.6	70.66666667	180.4761354	0	0	12.3555	416.11
2021	3	7	0.4	1.601	69	194.9315428	0	0	117.804	416.11
2021	3	8	4.8	1.6845	58	361.2871137	0	0	498.6705	416.11
2021	3	9	7.3	1.835	49	521.5692353	0	0	744.717	416.11
2021	3	10	9.1	2.075	46	624.1532517	0	0	881.784	416.11
2021	3	11	10.3	2.374	46	676.5485923	0	0	758.199	416.11
2021	3	12	10	2.889	49	626.2609359	0	0	217.314	416.11
2021	3	13	10.5	3.47	51	622.1612767	0	0	84.099	416.11
2021	3	14	9.6	4	54	549.89938	0	0	38.838	416.11
2021	3	15	9.4	4.3545	58	495.3710653	0	0	39.159	416.11
2021	3	16	9.2	4.584	62	442.1925341	0	0	12.516	416.11
2021	3	17	8.8	4.7515	65	396.4242734	0	0	4.9725	416.11
2021	3	18	8.5	4.8525	68	355.1529251	0	0	4.17	416.11
2021	3	19	8.4	4.9385	70	330.7041336	0	0	7.059	416.11
2021	3	20	9.1	5	68	369.8685936	0	0	6.8985	416.11
2021	3	21	8.5	5.074	72	310.7588094	0	0	3.0465	416.11
2021	3	22	7.9	5.1585	78	234.4065526	0	0	3.6885	416.11
2021	3	23	7	5.2385	65	350.6504491	0	0	4.17	416.11
2021	4	0	7.2	5.329	59.66666667	409.6659459	0	0	5.775	416.11
2021	4	1	6.9	5.4065	60.33333333	394.683258	0	0	0.639	416.11
2021	4	2	7.4	5.5	60	411.8844456	0	0	5.2935	416.11
2021	4	3	6.3	5.549	64	343.695557	0	0	1.7625	416.11
2021	4	4	6.7	5.6	51.66666667	474.3464938	0	0	4.0095	416.11
2021	4	5	6.5	5.6635	53.5	450.109364	0	0	2.0835	416.11
2021	4	6	7.8	5.745	70.66666667	310.4180683	0	0	18.4545	416.11
2021	4	7	7.6	5.8	69	323.6063449	0	0	107.6925	416.11
2021	4	8	8	5.864	52.5	509.5651923	0	0	257.439	416.11
2021	4	9	10.3	5.9665	70	375.860329	0	0	456.459	416.11
2021	4	10	12.1	6.1775	62	536.4988703	0	0	358.7145	416.11
2021	4	11	12.4	6.4665	62	547.1958009	0	0	97.4205	416.11
2021	4	12	12.5	6.865	54	666.7613174	0	0	160.0155	416.11
2021	4	13	12.5	7.209	55	652.2665062	0	0	190.5105	416.11
2021	4	14	12.9	7.4565	53	699.3607149	0	0	186.3375	416.11
2021	4	15	12.1	7.6485	58	592.9724356	0	0	46.221	416.11
2021	4	16	11.4	7.7825	62	512.250629	0	0	4.3305	416.11
2021	4	17	11.3	7.9265	61	522.2576422	0	0	7.2195	416.11
2021	4	18	11.2	7.8415	61	518.8045542	0	0	5.9355	416.11
2021	4	19	10.6	7.8	69	396.246931	0	0	4.491	416.11
2021	4	20	9.5	7.75	64.75	418.5657391	0	0	-0.645	416.11
2021	4	21	9.3	7.7	65.25	407.1088777	0	0	5.133	416.11
2021	4	22	9.1	7.7	69	358.3102001	0	0	5.454	416.11
2021	4	23	9	7.7	65	401.8211673	0	0	4.6515	416.11
2021	5	0	8.8	7.7	57	487.0355359	0	0	5.6145	416.11
2021	5	1	8.6	7.7	56	491.6575879	0	0	4.3305	416.11
2021	5	2	8.4	7.7	57.66666667	466.6602774	0	0	5.9355	416.11
2021	5	3	8.2	7.652	59.66666667	438.6126811	0	0	5.133	416.11
2021	5	4	8.4	7.6	48.71428571	565.3465903	0	0	-0.4845	416.11
2021	5	5	9	7.6	49.71428571	577.3104118	0	0	4.3305	416.11
2021	5	6	9.6	7.5885	68	382.5386991	0	0	4.491	416.11
2021	5	7	9.3	7.5065	72	328.0301749	0	0	35.7885	416.11
2021	5	8	9.3	7.5	70	351.4609016	0	0	49.752	416.11
2021	5	9	9.2	7.5	71	337.4627234	0	0	30.3315	416.11
2021	5	10	9.1	7.5	65	404.5437743	0	0	53.1225	416.11
2021	5	11	8.7	7.53	67	371.2498335	0	0	64.9995	416.11
2021	5	12	7.8	7.5845	82	190.4838146	0	0	43.8135	416.11
2021	5	13	7.3	7.5675	36.75	646.8481202	0.2	0.4	17.331	416.11
2021	5	14	7.1	7.501	36.5	640.5617416	0.4	0.4	20.0595	416.11
2021	5	15	7	7.5	40.25	598.6104095	0	0	17.331	416.11
2021	5	16	7.1	7.4495	45.5	549.7734632	0	0	5.775	416.11
2021	5	17	6.9	7.4	81	189.0499639	0	0	5.133	416.11
2021	5	18	6.9	7.3275	70	298.499943	0	0	5.133	416.11
2021	5	19	6.9	7.2935	65	348.2499335	0	0	4.6515	416.11
2021	5	20	6.6	7.2	67	321.6415807	0	0	4.491	416.11
2021	5	21	6.4	7.1295	66	326.849935	0	0	6.738	416.11
2021	5	22	6.2	7.09	69	293.9223288	0	0	6.738	416.11
2021	5	23	5.8	7	65	322.7840901	0	0	3.849	416.11
2021	6	0	1.46	6.936	45	373.3578578	0	0	1.4736	416.11
2021	6	1	1.38	6.8685	42.33333333	389.2144112	0	0	-0.0993	416.11
2021	6	2	1.3	6.695	42.33333333	386.9801549	0	0	1.281	416.11
2021	6	3	0.86	6.6025	45	357.5570215	0	0	-0.8055	416.11
2021	6	4	0.7	6.535	46.875	341.3953303	0	0	-1.1265	416.11
2021	6	5	0.76	6.471	48	335.6191738	0	0	-0.7413	416.11
2021	6	6	1.18	6.4	45.66666667	361.4737154	0	0	12.0666	416.11
2021	6	7	1.66	6.324	43	392.533295	0	0	114.0162	416.11
2021	6	8	3.34	6.2665	43.25	440.5203636	0	0	356.9811	416.11
2021	6	9	4.6	6.2	45.2	464.8422099	0	0	491.7048	416.11
2021	6	10	5.98	6.2	41	550.9510897	0	0	673.2303	416.11
2021	6	11	6.34	6.1875	40.6	568.6661598	0	0	573.2709	416.11
2021	6	12	6.58	6.1235	42.8	556.7443809	0	0	411.3906	416.11
2021	6	13	6	6.1	33.25	624.1855268	0	0.08	258.5304	416.11
2021	6	14	5.7	6.1155	34.75	597.6015329	0	0.08	83.9064	416.11
2021	6	15	5.3	6.1755	37.75	554.4905483	0	0	39.0948	416.11
2021	6	16	4.98	6.119	41	513.9453925	0	0	9.0813	416.11
2021	6	17	4.54	6.099	50.4	418.9683922	0	0	1.7304	416.11
2021	6	18	4.28	6	50	414.7142688	0	0	1.4094	416.11
2021	6	19	4.16	5.9185	52	394.7833172	0	0	2.3403	416.11
2021	6	20	3.9	5.8135	51.25	393.6829454	0.1	0	1.0884	416.11
2021	6	21	3.38	5.7225	54.75	352.2474988	0	0	2.1477	416.11
2021	6	22	3.14	5.6	57.25	327.1779679	0	0	2.6292	416.11
2021	6	23	2.98	5.4835	45.66666667	411.1356667	0	0	1.3452	416.11
2021	7	0	0.62	5.3785	36	408.9065614	0	0	1.3131	416.11
2021	7	1	0.6	5.27	34.66666667	416.8214172	0	0	-0.4845	416.11
2021	7	2	0.48	5.1685	35.33333333	408.9969651	0	0	1.2168	416.11
2021	7	3	0.16	5.0575	37.33333333	387.2480902	0	0	0.0933	416.11
2021	7	4	-0.02	4.9435	38	378.1451468	0	0	-0.2277	416.11
2021	7	5	-0.18	4.801	40	361.7068698	0	0	-0.966	416.11
2021	7	6	0.2	4.6575	48.5	319.1701522	0	0	11.874	416.11
2021	7	7	0.78	4.5335	46	349.0319883	0	0	115.6212	416.11
2021	7	8	2.54	4.3925	36.75	463.8636319	0	0	365.1987	416.11
2021	7	9	3.92	4.2475	38.8	494.9202339	0	0	500.3397	416.11
2021	7	10	5.36	4.1285	34.4	586.7763869	0	0	628.1619	416.11
2021	7	11	5.3	4.0015	34.4	584.3306019	0	0	542.2944	416.11
2021	7	12	5.7	4	36.2	584.3214989	0	0	532.6323	416.11
2021	7	13	4.84	3.969	24.5	651.2752351	0	0.08	395.1159	416.11
2021	7	14	4.5	3.899	26.25	621.2181868	0	0.08	98.8329	416.11
2021	7	15	4.02	3.785	28.5	582.3007349	0	0	44.5518	416.11
2021	7	16	3.58	3.6675	30	552.6718029	0	0	8.6961	416.11
2021	7	17	2.98	3.5385	42.8	432.8274871	0	0	0.8958	416.11
2021	7	18	2.62	3.392	43.8	414.5152819	0	0	0.9921	416.11
2021	7	19	2.64	3.2535	46	398.856195	0	0	1.7946	416.11
2021	7	20	2.16	3.1145	44.75	394.3537046	0	0	-0.5808	416.11
2021	7	21	1.76	2.9625	48.25	358.9447473	0	0	2.0193	416.11
2021	7	22	1.56	2.9	50.25	340.1547316	0	0	2.1156	416.11
2021	7	23	1.56	2.79	47.75	357.2479342	0	0	0.8958	416.11
2021	8	0	-5.6	2.6475	32	273.6104227	0	0	-1.1265	416.11
2021	8	1	-5.8	2.514	31	273.4239132	0	0	-1.287	416.11
2021	8	2	-6	2.371	30	273.1729212	0	0	-1.287	416.11
2021	8	3	-6.3	2.254	31	263.1451792	0	0	-1.608	416.11
2021	8	4	-6.8	2.2	32	249.5410327	0	0	-1.1265	416.11
2021	8	5	-7	2.1125	33	242.1041474	0	0	-3.3735	416.11
2021	8	6	-6.9	1.991	35	236.6982531	0	0	16.047	416.11
2021	8	7	-6.2	1.89	33	257.4868807	0	0	202.3875	416.11
2021	8	8	-4.8	1.8	30	299.331811	0	0	396.2715	416.11
2021	8	9	-4.6	1.7215	22	338.6326405	0	0	709.8885	416.11
2021	8	10	-2.6	1.7	18	413.6424942	0	0	1115.472	416.11
2021	8	11	-2	1.626	16	443.0244037	0	0	1099.101	416.11
2021	8	12	-1.4	1.6	15	468.6040001	0	0	648.417	416.11
2021	8	13	-2.1	1.601	15	444.9910703	0	0	826.7325	416.11
2021	8	14	-2	1.6125	14	453.5726038	0	0	69.8145	416.11
2021	8	15	-2.5	1.605	14	437.058383	0	0	42.5295	416.11
2021	8	16	-2.8	1.6	16	417.4677229	0	0	5.454	416.11
2021	8	17	-3.5	1.6	17	391.4692863	0	0	-4.497	416.11
2021	8	18	-3.5	1.6	17	391.4692863	0	0	-5.781	416.11
2021	8	19	-3.9	1.56	27	334.1151065	0	0	-4.6575	416.11
2021	8	20	-3.7	1.49	29	329.8833228	0	0	-4.176	416.11
2021	8	21	-4	1.4025	32	308.8969264	0	0	-3.0525	416.11
2021	8	22	-4.1	1.357	34	297.5618355	0	0	-3.534	416.11
2021	8	23	-3.6	1.285	25	351.094046	0	0	-3.855	416.11
2021	9	0	-3.9	1.2	29	324.9612679	0	0	-3.534	416.11
2021	9	1	-3.3	1.124	27	349.5013927	0	0	-4.3365	416.11
2021	9	2	-3.4	1.1	26	351.6462065	0	0	-4.0155	416.11
2021	9	3	-3.6	1.0915	29	332.3690302	0	0	-5.2995	416.11
2021	9	4	-4.2	1.001	30	313.225525	0	0	-3.6945	416.11
2021	9	5	-4.3	0.919	31	306.4299416	0	0	-3.3735	416.11
2021	9	6	-4.7	0.865	34	284.3739914	0	0	8.985	416.11
2021	9	7	-2.8	0.8	24	377.7088922	0	0	106.4085	416.11
2021	9	8	-0.6	0.7985	15	496.9421948	0	0	582.7725	416.11
2021	9	9	0.8	0.8	14	556.6700659	0	0	517.128	416.11
2021	9	10	2.2	0.8915	14	615.5926821	0	0	957.0585	416.11
2021	9	11	2.3	0.948	12	634.4234726	0	0	846.6345	416.11
2021	9	12	4	1.0035	14	699.4045424	0	0	987.393	416.11
2021	9	13	1.8	1.099	12	612.1324918	0	0	173.979	416.11
2021	9	14	0.9	1.1	18	534.6276503	0	0	104.4825	416.11
2021	9	15	0.5	1.1	21	500.3757253	0	0	50.2335	416.11
2021	9	16	0	1.1	24	464.208	0	0	17.331	416.11
2021	9	17	-0.8	1.1	28	414.820917	0	0	-4.176	416.11
2021	9	18	-1.7	1.1	34	355.8966491	0	0	-2.4105	416.11
2021	9	19	-1.2	1.1	29	397.225011	0	0	0.1575	416.11
2021	9	20	-2	1.1	41	311.1719026	0	0	-1.1265	416.11
2021	9	21	-3.3	1.1	49	244.1722058	0	0	-1.1265	416.11
2021	9	22	-3.4	1.1	48	247.1027397	0	0	0.7995	416.11
2021	9	23	-3.3	1.1	47	253.7475865	0	0	-2.0895	416.11
2021	10	0	-3.4	1.1	47	251.8547155	0	0	-0.1635	416.11
2021	10	1	-3.4	1.075	46	256.6066912	0	0	-1.7685	416.11
2021	10	2	-4	1	50	227.1300929	0	0	0.1575	416.11
2021	10	3	-3.8	1	52	221.3503776	0	0	0.4785	416.11
2021	10	4	-4.2	1	52	214.7832171	0	0	0.1575	416.11
2021	10	5	-5.1	0.996	56	183.915015	0	0	-4.497	416.11
2021	10	6	-4.8	0.911	57	183.8752553	0	0	11.3925	416.11
2021	10	7	-4	0.9	55	204.4170837	0	0	125.829	416.11
2021	10	8	0.8	0.9	32	440.1577265	0	0	539.7585	416.11
2021	10	9	3.9	0.9785	17	670.2704507	0	0	787.8915	416.11
2021	10	10	6	1.026	13	813.545181	0	0	656.442	416.11
2021	10	11	5.1	1.0975	15	746.6560253	0	0	603.3165	416.11
2021	10	12	5.6	1.1	16	764.0030687	0	0	823.5225	416.11
2021	10	13	4.7	1.1	16	717.5375474	0	0	767.0265	416.11
2021	10	14	3.6	1.15	20	632.517706	0	0	113.4705	416.11
2021	10	15	3	1.139	21	598.6354008	0	0	66.444	416.11
2021	10	16	2.2	1.1	18	586.9604644	0	0	10.59	416.11
2021	10	17	1	1.1	27	479.3976897	0	0	0.7995	416.11
2021	10	18	0.2	1.1	37	390.441157	0	0	2.0835	416.11
2021	10	19	0.8	1.1	40	388.3744646	0	0	4.3305	416.11
2021	10	20	0.4	1.1	42	364.7106285	0	0	-1.4475	416.11
2021	10	21	0.4	1.1	46	339.5581714	0	0	2.4045	416.11
2021	10	22	0	1.1	50	305.4	0	0	1.1205	416.11
2021	10	23	-0.1	1.1	54	278.929764	0	0	1.923	416.11
2021	11	0	-0.3	1.1	57	256.9647057	0	0	2.886	416.11
2021	11	1	-0.4	1.101	59	243.2309664	0	0	0.7995	416.11
2021	11	2	-0.7	1.159	62	220.5425998	0	0	1.923	416.11
2021	11	3	-0.7	1.199	62	220.5425998	0	0	1.602	416.11
2021	11	4	-0.8	1.2	62	218.9332617	0	0	-1.287	416.11
2021	11	5	-1.3	1.2	65	194.3802113	0	0	-0.4845	416.11
2021	11	6	-2.3	1.2	71	149.5857318	0	0	9.306	416.11
2021	11	7	-1	1.2	63	210.0681997	0	0	118.2855	416.11
2021	11	8	2.9	1.2	35	489.0633687	0	0	238.9815	416.11
2021	11	9	4.8	1.284	21	679.5638567	0	0	724.9755	416.11
2021	11	10	5.4	1.316	18	735.5148997	0	0	881.3025	416.11
2021	11	11	6.1	1.35	16	790.9466219	0	0	897.192	416.11
2021	11	12	6.1	1.4005	14	809.7786843	0	0	816.942	416.11
2021	11	13	5.9	1.4915	12	817.216562	0	0	650.8245	416.11
2021	11	14	5.4	1.601	15	762.4239814	0	0	120.2115	416.11
2021	11	15	4.8	1.975	14	739.7783756	0	0	66.765	416.11
2021	11	16	3.6	2.2905	24	600.8918207	0	0	15.405	416.11
2021	11	17	2.4	2.4	24	551.834881	0	0	0.639	416.11
2021	11	18	2.2	2.3585	28	515.3799199	0	0	1.7625	416.11
2021	11	19	1.7	2.2265	28	497.2567591	0	0	1.281	416.11
2021	11	20	1.7	2.16	29	490.3504152	0	0	2.7255	416.11
2021	11	21	2	2.0735	25	529.2310756	0	0	-0.003	416.11
2021	11	22	1.9	2	26	518.4494728	0	0	2.244	416.11
2021	11	23	1.8	1.9225	23	535.6159303	0	0	-1.287	416.11
2021	12	0	1	1.8985	28	472.8305981	0	0	-2.4105	416.11
2021	12	1	1	1.8125	20	525.3673312	0	0	-0.4845	416.11
2021	12	2	0.4	1.785	30	440.1679999	0	0	-0.645	416.11
2021	12	3	0.9	1.7	24	495.5085539	0	0	-1.1265	416.11
2021	12	4	0.4	1.6525	31	433.8798856	0	0	-2.4105	416.11
2021	12	5	0.5	1.6	27	462.3725056	0	0	0.96	416.11
2021	12	6	-0.7	1.6	32	394.6551786	0	0	14.442	416.11
2021	12	7	1	1.6	24	499.0989646	0	0	131.1255	416.11
2021	12	8	4.4	1.598	15	710.9772152	0	0	540.561	416.11
2021	12	9	6	1.6	11	832.247369	0	0	811.806	416.11
2021	12	10	7.1	1.6	11	897.7951968	0	0	986.751	416.11
2021	12	11	8.2	1.6	11	967.8478169	0	0	1014.999	416.11
2021	12	12	9.1	1.6	13	1005.580239	0	0	957.54	416.11
2021	12	13	8.4	1.7675	12	970.0654586	0	0	725.9385	416.11
2021	12	14	8	2.2525	11	954.764255	0	0	94.8525	416.11
2021	12	15	6.8	2.854	14	849.8370237	0	0	56.3325	416.11
2021	12	16	5.1	3.151	26	650.0299514	0	0	18.7755	416.11
2021	12	17	4.1	3.1415	30	573.3020832	0	0	4.9725	416.11
2021	12	18	2.1	2.981	45	390.8890658	0	0	3.849	416.11
2021	12	19	1.8	2.855	37	438.2312157	0	0	3.6885	416.11
2021	12	20	1.1	2.651	43	377.0342597	0	0	2.7255	416.11
2021	12	21	1.1	2.4615	46	357.1903513	0	0	5.2935	416.11
2021	12	22	1.7	2.3255	35	448.9123519	0	0	3.849	416.11
2021	12	23	1.6	2.2065	40	411.4170446	0	0	5.133	416.11
2021	13	0	2.1	2.2	36	454.8527312	0	0	1.602	416.11
2021	13	1	1.4	2.1715	34	446.1005843	0	0	0.96	416.11
2021	13	2	1.4	2.1	35	439.3414846	0	0	0.639	416.11
2021	13	3	1.3	2.0985	35	436.1915041	0	0	0.4785	416.11
2021	13	4	1.3	2.0175	34	442.9021426	0	0	0.1575	416.11
2021	13	5	1.5	1.999	36	435.7036761	0	0	-0.645	416.11
2021	13	6	1.3	1.939	28	483.1659737	0	0	14.2815	416.11
2021	13	7	3.3	1.9	33	518.6152771	0	0	104.8035	416.11
2021	13	8	10.6	1.964	19	1035.354884	0	0	612.3045	416.11
2021	13	9	14.2	2.1325	13	1408.940092	0	0	884.8335	416.11
2021	13	10	15.1	2.3765	8	1579.047895	0	0	1054.0005	416.11
2021	13	11	16.5	2.8155	9	1708.230009	0	0	1088.9895	416.11
2021	13	12	16.8	3.206	8	1760.241239	0	0	1023.5055	416.11
2021	13	13	15.5	3.9375	11	1567.310379	0	0	811.6455	416.11
2021	13	14	13.9	5.004	10	1429.43431	0	0	77.037	416.11
2021	13	15	12.9	5.8065	14	1279.681308	0	0	45.258	416.11
2021	13	16	10.7	6.09	24	977.941315	0	0	17.01	416.11
2021	13	17	8.2	5.9665	32	739.4792309	0	0	7.059	416.11
2021	13	18	7.9	5.7395	30	745.8390309	0	0	7.5405	416.11
2021	13	19	6.9	5.502	34	656.6998747	0	0	6.417	416.11
2021	13	20	6.7	5.307	32	667.3564465	0	0	2.886	416.11
2021	13	21	6.3	5.161	33	639.65562	0	0	6.738	416.11
2021	13	22	6.3	5.0365	32	649.2027188	0	0	6.5775	416.11
2021	13	23	6	4.9485	32	635.8743943	0	0	5.454	416.11
2021	14	0	4.36	4.852	49.2	423.722584	0	0	2.3724	416.11
2021	14	1	4.06	4.8	47.2	431.2186277	0	0	2.2119	416.11
2021	14	2	3.86	4.73	49.4	407.4727606	0	0	2.1798	416.11
2021	14	3	4.12	4.7	47.4	431.4018635	0	0	2.7897	416.11
2021	14	4	3.8	4.646	49.4	405.7531923	0	0	0.6069	416.11
2021	14	5	3.56	4.6	49.8	395.785109	0	0	0.8958	416.11
2021	14	6	2.76	4.5985	51.2	363.5384474	0	0	11.9061	416.11
2021	14	7	4.08	4.5085	47.6	428.5543156	0	0	95.1414	416.11
2021	14	8	8	4.5335	33.4	714.464038	0	0	409.6893	416.11
2021	14	9	9.78	4.745	26.2	892.9627008	0	0.16	679.9392	416.11
2021	14	10	10.56	5.1	23.2	979.0543246	0	0	819.7347	416.11
2021	14	11	11.4	5.499	21.4	1059.549985	0	0	840.054	416.11
2021	14	12	11.52	5.84	20	1087.026884	0	0	787.8273	416.11
2021	14	13	10.98	6.4695	19.8	1051.397934	0	0	705.1377	416.11
2021	14	14	9.98	7.4735	21	968.7911132	0	0	121.5276	416.11
2021	14	15	9.16	8.1595	21.8	907.5336039	0	0.28	64.3254	416.11
2021	14	16	7.78	8.2965	29	750.3283136	0	0.16	20.0274	416.11
2021	14	17	6.16	8.165	33.2	631.6062894	0	0.04	5.2293	416.11
2021	14	18	5.38	7.9225	37.6	558.9305467	0	0	4.5873	416.11
2021	14	19	4.84	7.6535	38	534.8220473	0	0	5.133	416.11
2021	14	20	4.76	7.4905	38.6	526.6919969	0	0	3.5922	416.11
2021	14	21	4.34	7.3635	41.2	489.7626315	0	0	4.2663	416.11
2021	14	22	4.12	7.271	43.2	465.8484001	0	0	4.4589	416.11
2021	14	23	3.94	7.1925	44.6	448.6475047	0	0	4.3947	416.11
2021	15	0	11.4	7.101	55	606.612587	0	0	3.849	416.11
2021	15	1	11	7.0935	55	590.7213626	0	0	4.3305	416.11
2021	15	2	11.3	7.001	55	602.6049717	0	0	3.528	416.11
2021	15	3	12.4	7	49	734.3943643	0	0	7.5405	416.11
2021	15	4	11.9	7	52	668.8042454	0	0	3.528	416.11
2021	15	5	11.3	7.03	54	615.9961933	0	0	3.3675	416.11
2021	15	6	10.3	7.0705	60	501.1471054	0	0	18.615	416.11
2021	15	7	12.2	7.0965	56	625.3140172	0	0	98.0625	416.11
2021	15	8	17	7.1125	39	1182.014905	0	0	580.044	416.11
2021	15	9	19	7.2895	30	1538.175327	0	0	833.4735	416.11
2021	15	10	20.3	7.5865	25	1786.544503	0	0	998.949	416.11
2021	15	11	21.5	8.002	17	2128.468368	0	0	1029.2835	416.11
2021	15	12	20.8	8.3285	14	2112.69004	0	0	955.935	416.11
2021	15	13	19.5	8.909	18	1858.841683	0	0	731.556	416.11
2021	15	14	17.1	9.8125	21	1540.534178	0	0	114.273	416.11
2021	15	15	16.3	10.375	17	1538.340799	0	1.4	66.2835	416.11
2021	15	16	15.1	10.495	23	1321.594434	0	0.8	21.504	416.11
2021	15	17	12.5	10.2785	28	1043.62641	0	0.2	5.454	416.11
2021	15	18	11	9.955	32	892.6456146	0	0	7.5405	416.11
2021	15	19	10.3	9.5975	39	764.2493357	0	0	9.7875	416.11
2021	15	20	10.9	9.2265	36	834.5688017	0	0	8.5035	416.11
2021	15	21	9	9.0175	45	631.4332629	0	0	6.738	416.11
2021	15	22	7.5	8.813	69	321.4017776	0	0	9.1455	416.11
2021	15	23	7.3	8.528	73	276.1248893	0	0	10.269	416.11
2021	16	0	7.6	8.3715	70	313.1674306	0	0	5.9355	416.11
2021	16	1	7.3	8.2615	68	327.259128	0	0	5.454	416.11
2021	16	2	6.9	8.169	65	348.2499335	0	0	5.454	416.11
2021	16	3	6.7	8.0635	67	323.8641578	0	0	5.454	416.11
2021	16	4	6.2	7.912	68	303.4036942	0	0	3.0465	416.11
2021	16	5	5.8	7.745	67	304.3392849	0	0	1.281	416.11
2021	16	6	5.2	7.6385	65	309.5975481	0	0	2.886	416.11
2021	16	7	4.9	7.516	62	329.1714075	0	0	23.43	416.11
2021	16	8	5.1	7.386	59	360.1517298	0	0	76.5555	416.11
2021	16	9	4.9	7.274	56	381.1458403	0	0.8	144.6075	416.11
2021	16	10	4.9	7.1925	54	398.4706512	0	0	177.6705	416.11
2021	16	11	4.7	7.1025	54	392.9372283	0	0	169.806	416.11
2021	16	12	4.8	7.1	51	421.5016326	0	0	185.214	416.11
2021	16	13	5.6	7.1115	46	491.1448299	0	0	605.724	416.11
2021	16	14	5.5	7.241	48	469.6791775	0	0	201.264	416.11
2021	16	15	5	7.421	50	436.1554802	0	0	86.988	416.11
2021	16	16	4.4	7.5	48	434.950767	0	0	27.4425	416.11
2021	16	17	3.6	7.42	52	379.5106236	0	0	8.022	416.11
2021	16	18	3.7	7.229	53	374.2365439	0	0	2.244	416.11
2021	16	19	3.5	6.984	52	376.8389245	0	0	4.491	416.11
2021	16	20	3.4	6.6755	53	366.3883406	0	0	1.1205	416.11
